student_id,age,gender,city,state,branch,year_of_study,cgpa,daily_study_hours,daily_screen_time_hours,daily_chatgpt_usage_hours,daily_coding_hours,favorite_ai_tool,ai_dependency_level,productivity_score,stress_level,sleep_hours,placement_status,expected_salary_lpa,internet_quality,preferred_programming_language,mental_wellbeing_score,ai_replaceability_fear
STU01458,27,Female,Kolkata,Delhi,Electrical,1,8.69,7.6,8.5,7.7,4.5,Perplexity,High,68,4,5.7,Internship,26.52,Good,Java,41,2
STU01459,27,Female,Delhi,West Bengal,IT,4,6.81,3.4,7.6,5.3,0.4,Claude,Medium,74,1,6.8,Placed,4.82,Excellent,Java,92,3
STU01460,23,Male,Chennai,West Bengal,Mechanical,2,9.8,2.6,12.8,2.5,1.2,Perplexity,Medium,90,1,7.0,Placed,29.68,Poor,Java,92,7
STU01461,27,Female,Kolkata,Karnataka,ENTC,1,6.46,8.6,10.4,7.0,5.4,ChatGPT,Medium,93,9,5.1,Not Placed,25.59,Average,JavaScript,70,1
STU01462,19,Female,Kolkata,Delhi,CSE,3,6.71,1.8,8.0,1.4,6.1,ChatGPT,Medium,91,5,5.2,Not Placed,21.01,Excellent,Python,94,5
STU01463,19,Female,Pune,Karnataka,Electrical,4,6.41,9.3,12.9,5.8,2.5,Claude,High,83,8,5.4,Not Placed,11.63,Poor,C++,39,10
STU01464,25,Male,Hyderabad,Tamil Nadu,AI/ML,4,6.92,1.4,9.0,4.6,0.9,Perplexity,Low,60,6,6.8,Placed,9.43,Good,Python,47,2
STU01465,23,Female,Nagpur,Delhi,AI/ML,4,8.03,5.9,5.1,2.1,5.6,Gemini,Low,57,1,6.0,Placed,31.56,Excellent,Java,38,8
STU01466,21,Male,Nagpur,Telangana,Electrical,1,9.76,9.8,3.7,6.8,1.1,Gemini,Low,91,6,4.2,Not Placed,3.88,Poor,Java,48,4
STU01467,19,Male,Nagpur,Gujarat,AI/ML,3,9.35,1.7,8.9,4.6,6.3,Gemini,Medium,57,9,6.1,Placed,11.84,Average,JavaScript,73,1
STU01468,19,Female,Ahmedabad,Telangana,Civil,4,7.56,6.0,5.6,1.7,8.9,ChatGPT,Low,68,9,7.1,Internship,12.27,Excellent,Python,56,1
STU01469,19,Male,Pune,West Bengal,AI/ML,4,8.35,6.2,3.9,2.6,0.1,ChatGPT,Medium,56,2,7.8,Not Placed,17.14,Poor,JavaScript,86,5
STU01470,24,Male,Pune,Karnataka,Civil,1,5.83,4.5,2.8,3.5,7.7,Claude,Low,43,8,6.6,Internship,5.85,Poor,Java,94,2
STU01471,25,Female,Delhi,Maharashtra,CSE,1,7.66,2.4,6.4,6.0,7.6,Claude,Low,88,1,4.3,Internship,16.22,Excellent,JavaScript,73,4
STU01472,20,Male,Kolkata,Karnataka,ENTC,3,5.92,5.5,9.9,5.1,2.0,Claude,Low,94,10,7.7,Placed,22.28,Poor,Java,97,2
STU01473,23,Male,Bangalore,Telangana,Electrical,4,6.26,6.2,14.0,4.9,3.8,ChatGPT,Medium,52,10,5.0,Internship,14.01,Excellent,Python,71,5
STU01474,26,Female,Mumbai,Delhi,CSE,1,8.72,2.2,11.0,6.2,5.2,GitHub Copilot,High,59,1,4.4,Not Placed,24.13,Average,C++,51,8
STU01475,17,Female,Ahmedabad,Karnataka,AI/ML,3,8.31,5.7,11.7,1.2,6.5,Perplexity,Medium,89,8,7.6,Internship,24.94,Excellent,C++,94,9
STU01476,28,Female,Mumbai,Maharashtra,AI/ML,2,9.34,6.6,9.9,6.6,1.6,Gemini,Medium,57,10,4.8,Not Placed,29.01,Average,C++,39,2
STU01477,27,Female,Hyderabad,Delhi,AI/ML,4,7.98,4.2,3.5,0.9,7.2,ChatGPT,Medium,50,3,4.4,Not Placed,11.06,Average,C++,92,1
STU01478,25,Female,Delhi,Maharashtra,IT,1,5.99,2.1,9.6,6.2,5.3,ChatGPT,Medium,53,2,8.2,Placed,21.0,Average,C++,73,5
STU01479,17,Male,Ahmedabad,Delhi,CSE,1,8.55,1.0,11.2,1.4,3.0,ChatGPT,Low,69,8,6.5,Not Placed,6.19,Average,Python,88,3
STU01480,21,Male,Bangalore,West Bengal,Civil,1,9.02,8.5,3.4,3.9,7.7,Claude,Medium,73,6,5.5,Internship,32.69,Excellent,Java,35,2
STU01481,26,Female,Bangalore,West Bengal,CSE,2,6.08,1.8,3.7,1.4,2.2,Claude,Low,49,2,4.6,Internship,30.36,Average,C++,91,3
STU01482,28,Male,Kolkata,Karnataka,Mechanical,1,9.73,2.8,4.7,4.4,4.3,Claude,Medium,75,5,7.3,Placed,5.93,Excellent,Python,60,10
STU01483,25,Female,Bangalore,Telangana,Electrical,4,7.59,2.5,13.2,6.5,2.6,GitHub Copilot,High,74,7,5.1,Not Placed,23.54,Poor,JavaScript,98,8
STU01484,25,Female,Nagpur,Gujarat,Mechanical,1,5.88,1.5,4.8,5.7,3.6,GitHub Copilot,Low,67,4,5.5,Not Placed,19.44,Good,Java,81,4
STU01485,21,Female,Kolkata,Gujarat,Mechanical,1,8.57,5.9,12.8,5.9,8.4,Claude,Medium,76,1,4.1,Not Placed,31.86,Poor,Python,34,2
STU01486,28,Male,Ahmedabad,Telangana,AI/ML,4,6.86,8.0,13.7,0.3,8.9,ChatGPT,Medium,98,6,7.0,Not Placed,31.08,Good,Java,44,5
STU01487,18,Male,Chennai,Tamil Nadu,CSE,1,8.35,6.8,3.8,5.5,6.5,GitHub Copilot,High,65,10,4.5,Internship,5.77,Poor,Java,75,4
STU01488,23,Female,Hyderabad,Maharashtra,ENTC,2,7.43,3.8,12.2,5.3,1.6,Claude,Low,98,3,5.0,Placed,12.68,Excellent,Java,61,10
STU01489,28,Male,Nagpur,Maharashtra,AI/ML,2,8.0,5.5,7.7,0.3,4.9,Gemini,High,40,2,4.1,Not Placed,17.2,Excellent,C++,46,7
STU01490,19,Female,Hyderabad,Tamil Nadu,CSE,2,6.41,3.7,9.8,3.2,5.3,GitHub Copilot,Medium,63,4,7.7,Not Placed,25.98,Average,Python,70,7
STU01491,18,Male,Ahmedabad,Gujarat,AI/ML,4,7.88,8.8,12.7,5.4,0.7,Perplexity,High,71,5,4.6,Placed,22.55,Good,JavaScript,55,5
STU01492,21,Male,Pune,Gujarat,AI/ML,1,6.52,9.6,4.8,4.0,0.7,Perplexity,Medium,52,7,7.0,Not Placed,27.35,Poor,Java,33,9
STU01493,18,Male,Hyderabad,West Bengal,IT,1,8.58,4.6,6.2,2.1,2.6,GitHub Copilot,Medium,98,6,7.9,Placed,27.64,Poor,C++,34,8
STU01494,23,Male,Hyderabad,Maharashtra,AI/ML,2,8.96,9.5,9.0,1.3,2.3,Claude,Medium,65,5,6.2,Internship,3.18,Average,Java,48,10
STU01495,23,Male,Chennai,Maharashtra,ENTC,3,7.07,4.9,2.8,6.4,6.1,Gemini,Low,50,10,7.6,Internship,5.57,Poor,C++,57,5
STU01496,25,Female,Ahmedabad,West Bengal,CSE,4,7.94,5.7,8.7,4.8,2.3,Claude,High,96,6,7.7,Not Placed,17.73,Good,Java,34,6
STU01497,27,Male,Nagpur,Karnataka,CSE,4,6.38,6.9,6.0,2.8,2.3,ChatGPT,High,56,9,6.6,Placed,18.59,Poor,JavaScript,64,1
STU01498,20,Female,Ahmedabad,Delhi,ENTC,2,7.38,4.6,4.2,3.9,3.1,ChatGPT,High,82,2,6.9,Internship,3.2,Good,Java,43,6
STU01499,28,Female,Bangalore,Delhi,ENTC,4,6.12,5.5,7.9,2.4,3.9,Gemini,Medium,71,7,6.7,Not Placed,16.1,Good,Java,76,3
STU01500,22,Female,Hyderabad,Delhi,CSE,3,7.7,2.8,11.4,1.5,4.4,ChatGPT,High,79,7,7.4,Placed,26.69,Good,Python,32,1
STU01501,26,Female,Bangalore,Maharashtra,Mechanical,2,7.16,7.1,8.1,4.0,1.8,Claude,High,95,2,4.5,Placed,6.4,Average,Java,70,9
STU01502,23,Female,Kolkata,Karnataka,Mechanical,1,6.32,5.3,4.5,1.7,3.2,ChatGPT,Medium,58,1,7.7,Not Placed,30.5,Average,Python,97,9
STU01503,19,Female,Delhi,Telangana,Mechanical,3,6.63,1.1,7.5,2.2,4.1,ChatGPT,High,93,2,6.3,Internship,29.83,Poor,JavaScript,51,9
STU01504,17,Female,Ahmedabad,West Bengal,CSE,2,5.7,10.0,3.1,6.5,6.5,Perplexity,Medium,61,10,5.0,Not Placed,12.85,Average,Python,52,1
STU01505,27,Male,Kolkata,Gujarat,Mechanical,4,9.69,6.0,8.2,4.7,8.8,Perplexity,Medium,61,2,5.7,Placed,21.57,Average,Java,49,8
STU01506,17,Female,Kolkata,Gujarat,CSE,4,8.16,2.7,13.6,3.1,3.6,Gemini,Low,68,8,8.6,Not Placed,27.07,Good,JavaScript,30,2
STU01507,22,Female,Mumbai,Tamil Nadu,Electrical,2,7.1,3.3,2.1,2.3,1.3,Perplexity,Medium,48,6,5.2,Placed,33.67,Excellent,Java,54,6
STU01508,21,Male,Kolkata,Delhi,Civil,3,6.41,1.1,4.5,5.0,8.0,ChatGPT,Medium,45,5,6.0,Not Placed,29.91,Average,Java,43,9
STU01509,23,Male,Hyderabad,Gujarat,CSE,4,8.25,2.1,8.8,4.7,2.6,Claude,Low,55,5,6.8,Placed,32.62,Poor,Python,55,7
STU01510,17,Male,Chennai,Maharashtra,CSE,3,6.39,9.3,13.9,2.1,1.7,ChatGPT,Low,47,5,4.0,Not Placed,20.82,Excellent,Java,49,9
STU01511,24,Male,Kolkata,Delhi,Mechanical,1,6.77,9.8,8.6,4.1,2.7,Perplexity,Medium,57,3,4.7,Internship,8.32,Average,Java,95,2
STU01512,28,Male,Chennai,Delhi,Electrical,3,9.37,7.3,2.1,6.1,7.2,ChatGPT,High,90,5,7.6,Not Placed,7.84,Average,Java,64,9
STU01513,23,Male,Kolkata,Karnataka,AI/ML,2,7.37,6.4,13.0,7.4,3.0,ChatGPT,High,45,1,4.2,Placed,33.73,Good,C++,81,5
STU01514,23,Male,Chennai,Gujarat,IT,4,9.66,6.0,10.7,2.1,3.9,ChatGPT,Medium,57,7,5.1,Placed,10.9,Average,JavaScript,82,9
STU01515,18,Male,Delhi,Maharashtra,ENTC,1,6.94,3.5,7.1,7.8,3.7,Perplexity,Medium,76,4,4.6,Not Placed,6.65,Average,Python,46,9
STU01516,25,Female,Bangalore,Delhi,IT,1,8.2,6.9,3.5,1.1,6.4,ChatGPT,High,40,4,8.7,Not Placed,17.6,Average,JavaScript,70,3
STU01517,25,Male,Ahmedabad,Karnataka,Electrical,3,6.44,6.4,2.9,2.7,2.0,GitHub Copilot,Low,51,7,5.3,Not Placed,21.04,Excellent,Python,64,8
STU01518,17,Female,Nagpur,Gujarat,AI/ML,3,7.5,8.4,7.8,3.3,4.5,GitHub Copilot,Low,85,7,7.3,Internship,20.02,Good,C++,91,4
STU01519,23,Female,Mumbai,Telangana,Civil,1,5.64,5.4,2.0,6.0,2.5,GitHub Copilot,High,80,9,4.4,Internship,15.92,Good,Python,90,6
STU01520,21,Male,Kolkata,Delhi,Electrical,4,8.87,1.3,5.1,5.0,1.8,Claude,Low,97,7,5.9,Placed,23.55,Excellent,C++,100,9
STU01521,25,Male,Nagpur,Tamil Nadu,CSE,1,7.61,6.5,8.6,6.2,5.9,GitHub Copilot,Medium,87,7,8.3,Not Placed,14.33,Average,Python,77,4
STU01522,22,Female,Nagpur,Karnataka,CSE,1,7.66,1.7,3.2,4.0,4.0,Perplexity,Low,53,8,8.6,Not Placed,14.02,Average,C++,81,10
STU01523,18,Male,Chennai,Maharashtra,Mechanical,3,7.36,3.8,12.2,3.5,6.0,Gemini,Low,92,6,4.1,Not Placed,34.54,Excellent,Java,90,10
STU01524,25,Female,Hyderabad,West Bengal,Mechanical,3,8.73,3.7,9.6,5.2,1.4,Gemini,Low,56,4,4.1,Not Placed,32.9,Average,JavaScript,35,9
STU01525,17,Male,Chennai,Telangana,CSE,3,9.18,8.6,9.0,6.1,0.8,Claude,High,56,3,4.5,Not Placed,33.49,Average,Python,39,8
STU01526,20,Female,Hyderabad,Karnataka,IT,3,9.36,7.9,10.8,1.7,3.7,Gemini,Low,50,3,6.6,Placed,24.85,Average,Python,90,1
STU01527,22,Female,Pune,Tamil Nadu,Electrical,4,6.51,3.4,5.6,4.8,3.9,Perplexity,Low,82,1,5.9,Not Placed,20.33,Good,JavaScript,44,9
STU01528,25,Female,Mumbai,Telangana,Civil,2,8.16,4.6,12.2,6.1,7.9,GitHub Copilot,High,65,2,8.5,Placed,29.94,Average,Python,71,3
STU01529,20,Female,Nagpur,Delhi,CSE,4,7.03,1.2,2.8,2.6,0.3,ChatGPT,Medium,69,10,6.6,Internship,5.69,Average,Java,97,4
STU01530,19,Female,Delhi,Maharashtra,Electrical,3,6.83,8.9,5.0,3.2,7.9,Perplexity,High,76,5,7.7,Placed,31.89,Excellent,C++,87,5
STU01531,23,Female,Chennai,Tamil Nadu,Civil,4,9.35,2.4,8.2,7.8,0.9,ChatGPT,High,82,2,5.2,Not Placed,18.78,Excellent,JavaScript,57,2
STU01532,17,Female,Kolkata,Gujarat,ENTC,4,5.51,4.2,5.0,3.1,2.8,Claude,High,62,8,8.8,Not Placed,22.53,Excellent,C++,32,8
STU01533,17,Female,Bangalore,Karnataka,AI/ML,1,8.03,4.0,11.3,7.8,5.3,ChatGPT,High,78,10,6.6,Placed,14.47,Excellent,JavaScript,78,2
STU01534,25,Male,Ahmedabad,Karnataka,Electrical,3,8.23,6.4,7.7,4.2,3.5,Perplexity,Low,55,10,7.0,Placed,25.16,Good,Python,100,2
STU01535,19,Female,Nagpur,Karnataka,Mechanical,1,9.47,4.6,5.6,7.3,3.0,GitHub Copilot,Medium,82,6,8.6,Placed,22.98,Poor,C++,54,6
STU01536,28,Male,Delhi,Gujarat,Civil,1,9.02,8.5,5.5,3.5,2.2,Perplexity,High,58,10,8.2,Placed,30.89,Average,C++,86,9
STU01537,18,Female,Ahmedabad,West Bengal,ENTC,2,7.74,6.6,10.8,7.1,1.1,GitHub Copilot,Medium,63,2,5.2,Internship,28.21,Average,Java,63,2
STU01538,25,Male,Mumbai,Telangana,CSE,2,6.57,8.7,5.3,4.2,7.0,Claude,Low,86,4,4.7,Not Placed,8.36,Average,JavaScript,40,1
STU01539,23,Female,Bangalore,Telangana,ENTC,4,6.64,1.5,4.4,1.3,1.8,ChatGPT,Low,92,3,7.4,Not Placed,4.07,Poor,JavaScript,64,2
STU01540,23,Female,Delhi,Telangana,AI/ML,3,9.4,2.6,10.5,2.8,4.5,Gemini,Low,86,2,7.4,Internship,21.57,Good,C++,38,10
STU01541,26,Male,Delhi,Delhi,AI/ML,4,6.79,1.9,10.8,4.5,2.5,ChatGPT,Medium,43,8,7.1,Not Placed,29.5,Excellent,Python,58,2
STU01542,28,Male,Chennai,Telangana,Mechanical,1,7.68,5.9,11.0,5.9,0.6,Gemini,Low,99,3,4.0,Placed,22.16,Poor,Python,87,3
STU01543,20,Male,Kolkata,Gujarat,CSE,1,9.28,8.4,13.8,0.4,1.9,GitHub Copilot,Medium,93,6,5.1,Placed,15.24,Poor,C++,55,9
STU01544,28,Female,Kolkata,Gujarat,ENTC,3,8.37,7.9,6.0,2.5,1.6,Gemini,High,87,5,5.0,Internship,19.12,Excellent,Java,58,6
STU01545,26,Female,Bangalore,Telangana,Civil,1,7.68,5.6,10.0,4.9,2.9,GitHub Copilot,Low,86,9,4.4,Placed,10.81,Poor,C++,34,8
STU01546,18,Female,Hyderabad,Telangana,Electrical,4,6.63,3.4,11.4,1.0,0.5,Claude,High,57,3,6.6,Not Placed,11.63,Good,Python,69,9
STU01547,23,Male,Ahmedabad,Gujarat,Civil,4,9.57,7.5,13.8,7.8,4.8,Gemini,High,52,10,6.4,Not Placed,11.21,Average,Java,69,5
STU01548,24,Female,Nagpur,Maharashtra,CSE,2,8.67,9.3,11.4,3.3,1.4,Gemini,Medium,82,5,7.2,Internship,26.55,Excellent,Python,100,2
STU01549,24,Female,Hyderabad,Tamil Nadu,CSE,3,8.26,1.7,8.1,6.2,3.6,GitHub Copilot,High,40,8,5.3,Internship,12.89,Excellent,JavaScript,39,1
STU01550,28,Female,Nagpur,Delhi,Mechanical,2,6.52,8.7,9.1,6.2,1.4,Claude,Low,98,7,6.2,Not Placed,31.27,Poor,Java,89,7
STU01551,23,Female,Ahmedabad,West Bengal,Electrical,4,7.3,4.2,3.6,5.0,3.8,Perplexity,High,100,1,6.2,Internship,17.29,Excellent,JavaScript,50,4
STU01552,28,Female,Chennai,Karnataka,Mechanical,4,8.0,7.6,8.9,0.1,0.8,Perplexity,High,69,3,7.8,Placed,28.32,Good,Python,95,6
STU01553,21,Male,Nagpur,West Bengal,Civil,4,6.54,4.0,8.5,7.1,1.8,Claude,High,65,1,8.3,Placed,9.79,Poor,JavaScript,77,9
STU01554,21,Male,Bangalore,Karnataka,Civil,4,5.6,7.8,8.2,4.8,3.3,Claude,Low,65,7,7.9,Not Placed,19.27,Good,JavaScript,41,9
STU01555,23,Male,Delhi,Delhi,CSE,3,6.78,8.4,3.7,7.9,5.8,ChatGPT,Low,60,1,7.4,Internship,8.13,Average,JavaScript,70,1
STU01556,19,Male,Pune,Gujarat,Mechanical,1,7.44,6.7,2.7,6.4,3.4,GitHub Copilot,Low,76,3,7.3,Placed,18.22,Average,Python,80,4
STU01557,18,Female,Hyderabad,Maharashtra,CSE,2,8.21,6.5,12.3,5.5,0.1,Claude,High,80,5,5.3,Not Placed,6.74,Poor,C++,78,8
STU01558,26,Male,Hyderabad,West Bengal,CSE,1,5.98,3.9,13.7,1.8,7.0,Claude,Low,88,6,7.4,Internship,25.04,Good,Python,59,4
STU01559,17,Female,Bangalore,Telangana,AI/ML,1,7.81,6.6,12.1,5.8,4.9,Perplexity,Medium,93,2,5.7,Internship,7.33,Excellent,Python,53,3
STU01560,22,Female,Hyderabad,Tamil Nadu,Civil,2,8.9,3.2,7.5,3.9,2.9,GitHub Copilot,Medium,96,8,5.9,Internship,24.91,Excellent,C++,80,3
STU01561,24,Male,Pune,Tamil Nadu,ENTC,3,7.37,9.0,13.2,4.2,2.2,Gemini,Medium,50,10,4.5,Internship,4.5,Good,Python,32,6
STU01562,21,Female,Delhi,Delhi,ENTC,2,8.91,7.8,13.8,5.7,2.3,Perplexity,High,83,1,8.1,Internship,3.45,Good,C++,51,10
STU01563,19,Male,Ahmedabad,Gujarat,AI/ML,2,8.76,6.0,11.9,3.2,0.3,GitHub Copilot,Medium,75,1,8.5,Placed,23.8,Good,Java,96,6
STU01564,26,Male,Bangalore,West Bengal,IT,2,9.8,6.8,7.4,1.7,0.8,Claude,Medium,98,10,7.4,Internship,20.12,Average,C++,40,7
STU01565,20,Female,Pune,Telangana,Electrical,2,8.6,6.8,2.0,5.7,6.4,GitHub Copilot,Medium,56,1,7.7,Internship,5.14,Excellent,JavaScript,71,7
STU01566,20,Female,Bangalore,West Bengal,IT,1,8.21,6.6,10.8,0.8,3.8,GitHub Copilot,Medium,53,4,6.1,Internship,14.48,Poor,Python,58,1
STU01567,22,Female,Bangalore,Karnataka,Electrical,2,7.8,1.9,5.0,7.7,0.2,Perplexity,Medium,46,6,5.1,Placed,14.0,Average,Python,80,2
STU01568,27,Female,Ahmedabad,Tamil Nadu,Mechanical,4,6.79,9.4,8.9,3.6,3.3,Claude,High,60,5,6.5,Not Placed,6.06,Poor,JavaScript,40,9
STU01569,25,Female,Mumbai,Karnataka,IT,1,7.56,8.4,7.7,1.3,2.5,GitHub Copilot,High,46,1,4.1,Not Placed,26.4,Poor,Python,34,6
STU01570,25,Female,Pune,Maharashtra,Electrical,1,7.25,2.5,13.2,6.5,1.3,ChatGPT,Low,84,5,5.9,Not Placed,15.64,Good,JavaScript,52,1
STU01571,20,Female,Kolkata,Maharashtra,Electrical,1,9.54,8.5,7.8,2.3,5.7,Gemini,Medium,51,9,6.1,Not Placed,4.55,Average,JavaScript,31,4
STU01572,28,Female,Nagpur,Maharashtra,Civil,3,6.05,8.5,13.4,6.3,1.4,Gemini,High,82,3,8.1,Internship,8.69,Average,Python,66,6
STU01573,28,Male,Bangalore,Telangana,ENTC,3,6.25,5.0,3.4,7.7,4.1,Perplexity,Medium,48,1,4.5,Not Placed,14.68,Excellent,JavaScript,53,4
STU01574,22,Female,Chennai,West Bengal,Civil,1,6.35,4.0,12.4,0.2,5.7,Perplexity,Medium,69,6,5.6,Not Placed,14.32,Good,Java,30,8
STU01575,21,Male,Delhi,Delhi,AI/ML,4,9.14,9.0,11.0,5.7,6.0,ChatGPT,Low,44,7,5.4,Not Placed,33.93,Excellent,Java,44,7
STU01576,25,Female,Mumbai,Delhi,Civil,1,8.02,5.1,8.5,6.0,1.0,Perplexity,High,79,1,5.3,Placed,25.14,Average,JavaScript,73,9
STU01577,17,Male,Bangalore,West Bengal,Civil,1,5.7,8.7,9.3,7.5,3.7,GitHub Copilot,Medium,94,2,7.7,Internship,18.5,Poor,Python,45,3
STU01578,21,Male,Delhi,Telangana,CSE,2,9.65,8.9,4.0,2.2,1.9,Perplexity,Medium,80,6,6.1,Internship,5.03,Excellent,C++,36,10
STU01579,21,Male,Chennai,Tamil Nadu,IT,3,5.8,6.9,6.4,7.0,5.1,Gemini,Low,63,3,8.2,Placed,4.63,Average,C++,36,8
STU01580,18,Male,Hyderabad,Karnataka,AI/ML,1,8.41,1.3,12.6,2.8,5.1,Claude,Low,100,1,8.2,Placed,26.55,Good,C++,87,7
STU01581,26,Female,Nagpur,West Bengal,IT,2,8.77,1.1,9.0,7.2,4.5,Claude,Medium,40,6,6.8,Placed,4.54,Poor,Java,78,6
STU01582,22,Male,Kolkata,Delhi,ENTC,3,5.82,5.5,5.7,0.6,1.2,Gemini,High,57,4,4.5,Internship,22.46,Good,JavaScript,44,1
STU01583,19,Male,Delhi,Gujarat,AI/ML,1,7.52,7.7,8.8,1.0,8.5,Gemini,Low,53,1,7.2,Placed,18.3,Excellent,C++,91,1
STU01584,27,Female,Delhi,Telangana,IT,2,7.39,8.1,2.8,6.6,5.5,ChatGPT,Medium,42,7,4.5,Placed,23.65,Poor,Python,83,5
STU01585,28,Female,Bangalore,West Bengal,ENTC,3,9.42,5.0,11.1,6.2,5.7,ChatGPT,High,85,3,7.1,Placed,13.74,Average,Python,30,3
STU01586,17,Female,Ahmedabad,West Bengal,Electrical,2,6.47,4.2,9.4,5.5,0.1,ChatGPT,Medium,85,1,5.6,Placed,22.95,Poor,C++,83,1
STU01587,23,Female,Delhi,Karnataka,IT,1,7.87,8.7,13.3,5.5,6.4,Claude,Low,100,4,5.8,Not Placed,4.75,Poor,Python,73,9
STU01588,23,Male,Nagpur,Gujarat,AI/ML,3,9.25,2.0,3.2,7.6,7.6,Claude,High,83,10,5.9,Not Placed,21.16,Good,Python,97,7
STU01589,20,Female,Bangalore,Gujarat,Civil,3,7.38,6.8,6.3,2.7,4.3,Perplexity,Medium,55,2,6.5,Not Placed,8.78,Average,Python,87,2
STU01590,23,Female,Bangalore,Maharashtra,CSE,3,6.45,3.1,7.0,7.5,2.3,Gemini,High,78,9,8.1,Not Placed,14.49,Average,JavaScript,85,10
STU01591,18,Male,Bangalore,Telangana,Mechanical,2,7.31,2.1,5.0,4.5,4.6,ChatGPT,High,97,3,5.7,Not Placed,20.87,Good,Python,44,6
STU01592,17,Female,Pune,Gujarat,ENTC,2,9.89,8.7,2.5,5.3,5.2,Claude,Low,40,7,7.5,Placed,4.45,Poor,Java,90,10
STU01593,21,Male,Ahmedabad,Maharashtra,Civil,4,6.58,1.5,10.2,0.9,8.9,ChatGPT,Low,62,5,7.9,Placed,23.09,Excellent,JavaScript,94,6
STU01594,28,Male,Chennai,Karnataka,Mechanical,4,6.46,1.8,7.3,6.8,6.6,Gemini,High,75,10,6.6,Internship,23.42,Average,Python,55,10
STU01595,25,Male,Nagpur,Tamil Nadu,CSE,3,9.32,2.7,4.3,7.7,5.0,Perplexity,High,63,6,8.9,Not Placed,24.67,Excellent,C++,32,5
STU01596,18,Female,Delhi,Telangana,CSE,3,9.78,1.9,4.1,4.2,5.0,ChatGPT,Medium,73,5,7.0,Not Placed,34.79,Average,Python,58,8
STU01597,22,Female,Pune,Delhi,Mechanical,4,8.01,9.0,13.8,7.6,0.6,Perplexity,High,62,9,4.9,Internship,4.94,Excellent,JavaScript,97,9
STU01598,19,Male,Ahmedabad,Tamil Nadu,Electrical,3,8.37,5.4,4.8,0.2,4.5,GitHub Copilot,Low,65,7,7.1,Placed,29.69,Excellent,JavaScript,87,7
STU01599,20,Female,Pune,Karnataka,Electrical,2,9.62,7.1,7.0,1.3,6.4,Gemini,High,90,6,5.4,Not Placed,10.53,Good,JavaScript,90,1
STU01600,22,Male,Delhi,Tamil Nadu,Mechanical,2,7.14,8.4,8.9,5.2,2.8,Claude,Low,63,10,4.4,Not Placed,15.43,Average,Java,80,10
STU01601,19,Female,Ahmedabad,Gujarat,Mechanical,4,8.27,6.9,10.1,2.6,7.8,ChatGPT,Low,69,8,8.1,Placed,13.45,Good,JavaScript,80,9
STU01602,24,Female,Pune,Gujarat,Mechanical,1,6.06,4.7,10.6,4.3,4.7,Perplexity,High,77,6,7.8,Placed,8.85,Good,Java,63,3
STU01603,22,Female,Hyderabad,Telangana,IT,3,7.97,8.8,8.2,1.9,7.1,Gemini,Medium,62,10,7.6,Not Placed,23.51,Good,Java,66,6
STU01604,26,Male,Ahmedabad,Delhi,ENTC,4,6.16,8.3,2.8,5.9,5.0,Gemini,Low,70,7,7.1,Placed,29.64,Excellent,JavaScript,49,1
STU01605,18,Male,Delhi,Telangana,Electrical,2,8.15,7.5,12.0,1.7,8.6,Gemini,Medium,40,4,6.7,Placed,17.94,Average,Java,31,8
STU01606,23,Male,Mumbai,Karnataka,Civil,3,8.32,9.8,3.4,5.6,5.4,Gemini,High,60,5,6.7,Placed,21.91,Good,JavaScript,35,6
STU01607,20,Female,Pune,Tamil Nadu,AI/ML,3,6.06,4.3,2.6,2.2,3.7,Gemini,Low,92,8,6.3,Not Placed,11.59,Excellent,Java,42,8
STU01608,28,Male,Nagpur,Karnataka,CSE,3,9.5,1.2,6.9,0.2,5.1,ChatGPT,Medium,43,3,4.3,Not Placed,31.83,Good,Java,40,4
STU01609,18,Male,Hyderabad,Gujarat,Civil,2,9.87,9.7,2.6,2.3,6.7,ChatGPT,High,50,10,6.8,Internship,23.64,Good,C++,62,1
STU01610,27,Female,Chennai,Gujarat,Electrical,4,9.58,5.1,3.8,3.8,7.2,Gemini,High,52,4,4.1,Internship,32.76,Good,Python,49,5
STU01611,18,Female,Bangalore,Delhi,Civil,2,8.0,6.6,7.1,1.2,7.4,ChatGPT,Medium,86,8,7.4,Not Placed,5.13,Excellent,C++,94,9
STU01612,17,Female,Chennai,Karnataka,CSE,1,6.89,1.0,12.2,5.3,6.7,Claude,High,80,3,6.2,Not Placed,25.97,Average,JavaScript,75,8
STU01613,28,Male,Ahmedabad,Gujarat,Civil,1,9.75,9.8,9.8,2.6,0.9,GitHub Copilot,High,79,4,8.5,Not Placed,6.48,Poor,Java,59,5
STU01614,19,Male,Chennai,Karnataka,Mechanical,4,6.1,4.0,13.0,2.3,2.3,GitHub Copilot,Low,56,1,4.7,Internship,6.69,Good,Java,64,10
STU01615,23,Male,Mumbai,Delhi,AI/ML,1,6.38,1.2,5.8,3.5,0.7,Claude,Low,76,5,8.8,Placed,24.67,Excellent,JavaScript,43,2
STU01616,26,Female,Bangalore,Gujarat,AI/ML,1,8.9,2.5,5.5,4.7,4.5,ChatGPT,Medium,98,10,7.8,Internship,31.71,Poor,C++,36,9
STU01617,28,Male,Bangalore,Delhi,Electrical,2,6.7,3.3,7.2,5.9,3.0,Perplexity,Medium,58,2,8.8,Not Placed,6.29,Poor,C++,96,1
